comparison,dataset,split,sequence_name,sensor,valid_frames,num_sequences,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,axis_rmse_x,axis_rmse_y,axis_rmse_z,energy_imu,energy_gt
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,overall_leaf_only,2556,1,2.3648024694011838e-07,0.00048629235243424773,0.000342233368428424,0.0007264536689035594,1.0000009536743164,0.999999463558197,0.00034056694130413234,0.0002385383122600615,0.00044910641736350954,0.0003390552883502096,0.00035551440669223666,0.000572563789319247,0.0005051939515396953,3.733577251434326,3.7335779666900635
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,left_forearm,2556,1,2.4796875663923856e-07,0.0004979646182619035,0.0003573830472305417,0.0007544383988715708,1.0000001192092896,0.9999998211860657,0.0003610796993598342,0.0002540188725106418,0.000475452485261485,0.0003426777257118374,0.00038766107172705233,0.0005953270592726767,0.000489091849885881,4.461597919464111,4.461594581604004
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,right_forearm,2556,1,2.5993514896072156e-07,0.0005098383408039808,0.00036555880797095597,0.0007695435779169202,1.0000001192092896,0.9999997019767761,0.0003675311745610088,0.00024146864598151296,0.0004886629758402705,0.0003665447875391692,0.00034818114363588393,0.0006100608152337372,0.0005351645522750914,4.821523189544678,4.821527004241943
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,left_lower_leg,2556,1,1.8700892212564213e-07,0.0004324452893342823,0.0003044008044525981,0.0006433955859392881,1.0000001192092896,0.9999993443489075,0.00031209716689772904,0.00022952920699026436,0.00034994829911738634,0.00033372495090588927,0.0003430888755246997,0.0004361840838100761,0.0005030509200878441,3.88079833984375,3.880796432495117
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,right_lower_leg,2556,1,2.0190546479170735e-07,0.0004493389278650284,0.00031161625520326197,0.0006593016441911459,0.9999998807907104,0.9999994039535522,0.0002975825918838382,0.0002362458617426455,0.0003597041068132967,0.00033889885526150465,0.0003576523740775883,0.00044611425255425274,0.0005279992474243045,3.584447145462036,3.584451675415039
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,head,2556,1,2.8558298481584643e-07,0.0005343996454030275,0.00037220786907710135,0.000805589254014194,0.9999999403953552,0.9999993443489075,0.0003645440738182515,0.00023142907593864948,0.0005717643653042614,0.000313430093228817,0.000338845158694312,0.0007233835640363395,0.0004675993986893445,1.9195195436477661,1.9195195436477661
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,overall_leaf_only,2556,1,0.0001750464434735477,0.013230511918663979,0.0005461827386170626,0.0010748169152066112,0.9999873042106628,0.9968701004981995,0.0010388988303020597,0.00046466136700473726,0.0006938226288184524,0.00048006419092416763,0.00992947444319725,0.017184879630804062,0.011455337516963482,2.9739904403686523,2.972982168197632
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,left_forearm,2556,1,0.00048266752855852246,0.021969696506857872,0.0009487146162427962,0.0019232174381613731,0.9999668598175049,0.9968701004981995,0.0018880125135183334,0.0005790293798781931,0.0015397067181766033,0.0007274075760506094,0.01275502610951662,0.03195673227310181,0.01625050976872444,3.5679714679718018,3.56611704826355
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,right_forearm,2556,1,0.00010036066669272259,0.010018017143011093,0.0005205330671742558,0.000980413518846035,0.9999954700469971,0.9968701004981995,0.0009433155064471066,0.0005528244073502719,0.00046299208770506084,0.0005457827355712652,0.011071844957768917,0.008974148891866207,0.009897520765662193,4.011913776397705,4.011004447937012
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,left_lower_leg,2556,1,4.2513798689469695e-05,0.006520260591059923,0.0002867525035981089,0.0005566785112023354,0.9999971985816956,0.9968700408935547,0.00052526721265167,0.0004161899851169437,0.0002544804592616856,0.00018958696455229074,0.00946049578487873,0.004748399369418621,0.003936130087822676,3.060317039489746,3.0598206520080566
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,right_lower_leg,2556,1,6.599513289984316e-05,0.008123738691210747,0.0004195820074528456,0.0007977375644259155,0.9999948143959045,0.9968701004981995,0.0007647433085367084,0.0005287411040626466,0.0004507016856223345,0.00027930326177738607,0.009426196105778217,0.008919849991798401,0.005437695421278477,2.8347434997558594,2.8340065479278564
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::offset_aug_overlay,head,2556,1,0.0001836950541473925,0.01355341449379921,0.0005553315859287977,0.001116037368774414,0.9999009370803833,0.9968701004981995,0.001073155552148819,0.00024652195861563087,0.0007612323388457298,0.0006582404603250325,0.005416798871010542,0.01651427336037159,0.015780435875058174,1.395004391670227,1.393961787223816
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_04_120_poses::original,overall_leaf_only,2279,1,1.1801966428756714,1.0863685607910156,0.8189209699630737,1.6591304540634155,0.9520609378814697,0.7587318420410156,0.889962375164032,0.9109758734703064,0.6339828968048096,0.9118040204048157,1.1768302917480469,0.8750926852226257,1.1789289712905884,4.549696922302246,4.109061241149902
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_04_120_poses::original,left_forearm,2279,1,1.2965166568756104,1.1386468410491943,0.8484230637550354,1.7195050716400146,0.9621848464012146,0.8555543422698975,0.8725224733352661,0.9504731893539429,0.6505922079086304,0.9442037343978882,1.258286952972412,0.9091556072235107,1.2164292335510254,5.7002854347229,5.367012023925781
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_04_120_poses::original,right_forearm,2279,1,1.2672960758209229,1.1257424354553223,0.8391091227531433,1.7011069059371948,0.9593019485473633,0.8038623332977295,0.8633396029472351,0.9378384351730347,0.6295105814933777,0.9499784708023071,1.2102413177490234,0.8665387630462646,1.259489893913269,5.146554470062256,4.761244773864746
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_04_120_poses::original,left_lower_leg,2279,1,1.1385642290115356,1.06703519821167,0.808039128780365,1.6396673917770386,0.9571905732154846,0.713296115398407,0.9080958962440491,0.8856663703918457,0.6339556574821472,0.9044950604438782,1.1362476348876953,0.8763312697410583,1.1647648811340332,4.647398471832275,4.1958417892456055
